"","Ascomycota","Basidiomycota","Microsporidia","Mucoromycota"
"13767.58cfa836e4b0c9d6adf6fa5d",185,1,0,10
"13767.58cfa837e4b0c9d6adf7000e",25,3,0,0
"13767.58cfa836e4b0c9d6adf6fa6c",68,2,0,3
"13767.58cfa834e4b0c9d6adf6e90c",3,1,0,0
"13767.58cfa838e4b0c9d6adf704fd",128,3,0,5
"13767.58cfa836e4b0c9d6adf6fb98",381,3,0,16
"13767.58cfa835e4b0c9d6adf6ec98",5,0,0,0
"13767.58cfa835e4b0c9d6adf6eb9c",18,2,0,1
"13767.58cfa836e4b0c9d6adf6fb11",301,2,0,12
"13767.58cfa837e4b0c9d6adf6fffa",34,1,0,1
"13767.58cfa836e4b0c9d6adf6fb88",29,1,0,1
"13767.58cfa836e4b0c9d6adf6fb17",44,2,0,1
"13767.58cfa836e4b0c9d6adf6faa6",257,2,0,10
"13767.58cfa835e4b0c9d6adf6eb92",34,1,0,1
"13767.58cfa835e4b0c9d6adf6eb4e",12,0,0,1
"13767.58cfa836e4b0c9d6adf6fb74",391,4,0,13
"13767.58cfa836e4b0c9d6adf6fb34",45,1,0,1
"13767.58cfa835e4b0c9d6adf6eb08",8,1,0,0
"13767.58cfa837e4b0c9d6adf6fca4",36,0,0,4
"13767.58cfa835e4b0c9d6adf6eb38",15,2,0,1
"13767.58cfa836e4b0c9d6adf6f486",7,0,0,0
"13767.58cfa834e4b0c9d6adf6e914",9,0,0,1
"13767.58cfa835e4b0c9d6adf6eb18",13,1,0,1
"13767.58cfa835e4b0c9d6adf6eafd",33,1,0,2
"13767.58cfa835e4b0c9d6adf6eb74",10,1,0,0
"13767.58cfa835e4b0c9d6adf6ee78",7,0,0,0
"13767.58cfa837e4b0c9d6adf6fc86",22,3,0,2
"13767.58cfa835e4b0c9d6adf6efdc",5,0,0,0
"13767.58cfa835e4b0c9d6adf6ea7a",4,1,0,0
"13767.58cfa836e4b0c9d6adf6fbe4",298,4,0,12
"13767.58cfa832e4b0c9d6adf6d7c0",4,0,0,0
"13767.58cfa838e4b0c9d6adf7053b",175,2,0,7
"13767.58cfa836e4b0c9d6adf6fc03",46,3,0,2
"13767.58cfa836e4b0c9d6adf6fb20",79,0,0,2
"13767.58cfa836e4b0c9d6adf6f56a",38,2,0,3
"13767.58cfa834e4b0c9d6adf6e9f4",6,0,0,0
"13767.58cfa835e4b0c9d6adf6eb43",69,3,0,2
"13767.58cfa836e4b0c9d6adf6f84a",7,0,0,0
"13767.58cfa836e4b0c9d6adf6f93d",36,3,0,1
"13767.58cfa835e4b0c9d6adf6eb7e",6,3,0,0
"13767.58cfa832e4b0c9d6adf6d6b4",18,2,0,0
"13767.58cfa836e4b0c9d6adf6f65c",25,2,0,1
"13767.58cfa835e4b0c9d6adf6eb56",47,1,0,4
"13767.58cfa836e4b0c9d6adf6fc4b",793,9,0,49
"13767.58cfa835e4b0c9d6adf6ea58",0,2,0,0
"13767.58cfa836e4b0c9d6adf6f9cf",191,2,0,7
"13767.58cfa836e4b0c9d6adf6f941",429,4,0,24
"13767.58cfa836e4b0c9d6adf6fa0b",36,1,0,2
"13767.58cfa838e4b0c9d6adf70584",421,8,0,14
"13767.58cfa836e4b0c9d6adf6f47a",0,2,0,0
"13767.58cfa834e4b0c9d6adf6e82a",9,1,0,0
"13767.58cfa834e4b0c9d6adf6e9fc",15,4,0,1
"13767.58cfa835e4b0c9d6adf6eadd",3,1,0,0
"13767.58cfa835e4b0c9d6adf6efc6",9,1,0,0
"13767.58cfa837e4b0c9d6adf6fff4",84,3,0,3
"13767.58cfa838e4b0c9d6adf704ee",37,2,0,2
"13767.58cfa838e4b0c9d6adf705a7",115,2,0,6
"13767.58cfa836e4b0c9d6adf6fbd2",728,5,0,29
"13767.58cfa836e4b0c9d6adf6fa0a",57,1,0,2
"13767.58cfa837e4b0c9d6adf6fc92",41,2,0,2
"13767.58cfa835e4b0c9d6adf6ea78",15,3,0,1
"13767.58cfa836e4b0c9d6adf6fb54",215,1,0,9
"13767.58cfa836e4b0c9d6adf6faf0",111,0,0,4
"13767.58cfa836e4b0c9d6adf6f468",5,1,0,0
"13767.58cfa83be4b0c9d6adf7239b",1,2,0,0
"13767.58cfa837e4b0c9d6adf70366",103,1,0,3
"13767.58cfa836e4b0c9d6adf6fa94",87,1,0,2
"13767.58cfa836e4b0c9d6adf6fbfd",227,4,0,11
"13767.58cfa835e4b0c9d6adf6ecbe",205,1,0,8
"13767.58cfa838e4b0c9d6adf70537",151,3,0,6
"13767.58cfa836e4b0c9d6adf6fab0",1167,12,0,68
"13767.58cfa834e4b0c9d6adf6e93e",9,1,0,0
"13767.58cfa838e4b0c9d6adf704bf",33,2,0,2
"13767.58cfa835e4b0c9d6adf6eadc",17,1,0,1
"13767.58cfa836e4b0c9d6adf6fbe0",1427,12,0,51
"13767.58cfa836e4b0c9d6adf6f8d5",232,2,0,9
"13767.58cfa835e4b0c9d6adf6f07a",18,2,0,0
"13767.58cfa832e4b0c9d6adf6d773",13,2,0,0
"13767.58cfa836e4b0c9d6adf6fc68",43,1,0,3
"13767.58cfa838e4b0c9d6adf705d0",110,6,0,3
"13767.58cfa832e4b0c9d6adf6d7f7",5,1,0,0
"13767.58cfa835e4b0c9d6adf6efe4",9,1,0,0
"13767.58cfa836e4b0c9d6adf6fae0",64,2,0,2
"13767.58cfa836e4b0c9d6adf6fa9e",78,1,0,4
"13767.58cfa835e4b0c9d6adf6eb1a",17,0,0,0
"13767.58cfa834e4b0c9d6adf6ea1c",6,0,0,0
"13767.58cfa835e4b0c9d6adf6ecde",16,1,0,0
"13767.58cfa836e4b0c9d6adf6fbee",109,2,0,4
"13767.58cfa836e4b0c9d6adf6f8e2",1358,11,0,50
"13767.58cfa836e4b0c9d6adf6f9bc",169,2,0,4
"13767.58cfa836e4b0c9d6adf6f8d4",1259,13,0,52
"13767.58cfa832e4b0c9d6adf6d7d0",2,2,0,0
"13767.58cfa837e4b0c9d6adf6fddb",40,2,0,2
"13767.58cfa836e4b0c9d6adf6f489",0,2,0,0
"13767.58cfa835e4b0c9d6adf6ea50",18,5,0,1
"13767.58cfa835e4b0c9d6adf6ec5e",23,2,0,0
"13767.58cfa837e4b0c9d6adf7002f",142,1,0,8
"13767.58cfa836e4b0c9d6adf6f484",1,1,0,0
"13767.58cfa836e4b0c9d6adf6f9e8",57,1,0,2
"13767.58cfa836e4b0c9d6adf6fbf5",41,2,0,2
"13767.58cfa836e4b0c9d6adf6f502",2,1,0,0
"13767.58cfa836e4b0c9d6adf6fac1",138,2,0,6
"13767.58cfa835e4b0c9d6adf6ecb2",8,1,0,0
"13767.58cfa835e4b0c9d6adf6ea85",1,0,0,0
"13767.58cfa834e4b0c9d6adf6ea3a",3,1,0,0
"13767.58cfa835e4b0c9d6adf6eb84",11,2,0,1
"13767.58cfa835e4b0c9d6adf6ee76",4,1,0,1
"13767.58cfa836e4b0c9d6adf6faee",258,1,0,12
"13767.58cfa835e4b0c9d6adf6ebfe",8,1,0,0
"13767.58cfa836e4b0c9d6adf6f997",49,2,0,2
"13767.58cfa835e4b0c9d6adf6ee22",5,2,0,0
"13767.58cfa835e4b0c9d6adf6ea40",3,1,0,1
"13767.58cfa834e4b0c9d6adf6e9c0",10,2,0,0
"13767.58cfa834e4b0c9d6adf6e9df",7,3,0,0
"13767.58cfa835e4b0c9d6adf6ea41",8,3,0,0
"13767.58cfa835e4b0c9d6adf6ea48",1,1,0,0
"13767.58cfa835e4b0c9d6adf6f007",35,0,0,0
"13767.58cfa834e4b0c9d6adf6e83c",8,4,0,0
"13767.58cfa836e4b0c9d6adf6fba1",1108,7,0,39
"13767.58cfa835e4b0c9d6adf6eac2",4,2,0,0
