"","Ascomycota","Basidiomycota","Microsporidia","Mucoromycota"
"13767.58cfa835e4b0c9d6adf6eaf8",17,2,0,1
"13767.58cfa83ae4b0c9d6adf717e3",9,0,0,0
"13767.58cfa838e4b0c9d6adf7076b",54,2,0,2
"13767.58cfa83ae4b0c9d6adf71b14",0,2,0,0
"13767.58cfa835e4b0c9d6adf6f2cc",44,4,0,3
"13767.58cfa839e4b0c9d6adf71334",5,0,0,0
"13767.58cfa838e4b0c9d6adf70cda",15,1,0,0
"13767.58cfa834e4b0c9d6adf6e90f",71,3,0,1
"13767.58cfa838e4b0c9d6adf70d3c",384,7,0,12
"13767.58cfa83ae4b0c9d6adf71687",0,2,0,0
"13767.58cfa835e4b0c9d6adf6ebb0",14,1,0,0
"13767.58cfa838e4b0c9d6adf70d88",21,1,0,1
"13767.58cfa83ae4b0c9d6adf71c06",0,1,0,0
"13767.58cfa839e4b0c9d6adf71142",3,2,0,0
"13767.58cfa83ae4b0c9d6adf7175d",13,1,0,0
"13767.58cfa838e4b0c9d6adf70d8d",3,1,0,0
"13767.58cfa839e4b0c9d6adf71496",1,1,0,0
"13767.58cfa83ae4b0c9d6adf71bfb",3,1,0,0
"13767.58cfa83ae4b0c9d6adf7176f",2,1,0,0
"13767.58cfa83ae4b0c9d6adf71c0a",1,0,0,0
"13767.58cfa83ae4b0c9d6adf7188e",1,2,0,0
"13767.58cfa83ae4b0c9d6adf7163d",2,0,0,0
"13767.58cfa83be4b0c9d6adf723f8",1,1,0,0
"13767.58cfa835e4b0c9d6adf6ed20",5,1,0,0
"13767.58cfa835e4b0c9d6adf6ebd0",45,1,0,2
"13767.58cfa835e4b0c9d6adf6f2c8",22,2,0,1
"13767.58cfa839e4b0c9d6adf7101a",1,1,0,0
"13767.58cfa839e4b0c9d6adf7158a",2,0,0,0
"13767.58cfa838e4b0c9d6adf70cdc",29,3,0,1
"13767.58cfa834e4b0c9d6adf6e9f8",50,0,0,2
"13767.58cfa83ae4b0c9d6adf717ef",0,1,0,0
"13767.58cfa83be4b0c9d6adf72177",0,2,0,0
"13767.58cfa83be4b0c9d6adf72440",0,1,0,0
"13767.58cfa838e4b0c9d6adf70e14",17,0,0,1
"13767.58cfa839e4b0c9d6adf7110c",2,2,0,0
"13767.58cfa838e4b0c9d6adf70d76",15,3,0,1
"13767.58cfa83be4b0c9d6adf723ea",1,0,0,0
"13767.58cfa839e4b0c9d6adf711a0",8,1,0,0
"13767.58cfa83ae4b0c9d6adf717c0",0,2,0,0
"13767.58cfa838e4b0c9d6adf708a8",100,2,0,4
"13767.58cfa835e4b0c9d6adf6ed66",8,0,0,0
"13767.58cfa838e4b0c9d6adf70d68",2,0,0,0
"13767.58cfa83ae4b0c9d6adf7168d",1,0,0,0
"13767.58cfa83ae4b0c9d6adf71a69",5,1,0,0
"13767.58cfa838e4b0c9d6adf708ec",150,1,0,4
"13767.58cfa838e4b0c9d6adf70920",26,0,0,2
"13767.58cfa839e4b0c9d6adf712dc",0,1,0,0
"13767.58cfa83ae4b0c9d6adf71765",11,1,0,0
"13767.58cfa838e4b0c9d6adf7089c",79,3,0,7
"13767.58cfa83ae4b0c9d6adf71804",2,1,0,0
"13767.58cfa83ae4b0c9d6adf71c3a",3,0,0,0
"13767.58cfa837e4b0c9d6adf6fe18",221,1,0,8
"13767.58cfa835e4b0c9d6adf6ed18",38,2,0,2
"13767.58cfa835e4b0c9d6adf6ef48",17,0,0,1
"13767.58cfa83be4b0c9d6adf72426",1,0,0,0
"13767.58cfa835e4b0c9d6adf6ebc4",16,1,0,1
"13767.58cfa835e4b0c9d6adf6ed16",15,1,0,1
"13767.58cfa835e4b0c9d6adf6ee8a",7,1,0,0
"13767.58cfa83ae4b0c9d6adf716fc",0,1,0,0
"13767.58cfa838e4b0c9d6adf70cf8",165,2,0,5
"13767.58cfa838e4b0c9d6adf7091e",22,1,0,1
"13767.58cfa835e4b0c9d6adf6f0f8",2,0,0,0
"13767.58cfa83be4b0c9d6adf724b4",3,1,0,0
"13767.58cfa83ae4b0c9d6adf71b9a",4,2,0,0
"13767.58cfa838e4b0c9d6adf708c8",22,2,0,1
"13767.58cfa83ae4b0c9d6adf71603",0,1,0,0
"13767.58cfa838e4b0c9d6adf70b20",3,0,0,0
"13767.58cfa835e4b0c9d6adf6ecb6",20,1,0,1
"13767.58cfa835e4b0c9d6adf6f2d8",35,1,0,1
"13767.58cfa83ae4b0c9d6adf718ba",12,1,0,0
"13767.58cfa838e4b0c9d6adf70924",15,0,0,0
"13767.58cfa83be4b0c9d6adf721b2",1,0,0,0
"13767.58cfa835e4b0c9d6adf6ecf2",11,1,0,0
"13767.58cfa838e4b0c9d6adf70cba",11,0,0,0
"13767.58cfa83ae4b0c9d6adf71725",0,1,0,0
"13767.58cfa837e4b0c9d6adf7012f",177,2,0,7
"13767.58cfa83be4b0c9d6adf723fe",3,2,0,0
"13767.58cfa835e4b0c9d6adf6eaf2",16,0,0,0
"13767.58cfa838e4b0c9d6adf70bd5",2,1,0,0
"13767.58cfa835e4b0c9d6adf6ebd2",15,1,0,0
"13767.58cfa838e4b0c9d6adf70cfc",22,0,0,0
"13767.58cfa838e4b0c9d6adf70896",41,1,0,1
"13767.58cfa839e4b0c9d6adf7106c",12,0,0,1
"13767.58cfa838e4b0c9d6adf70894",7,0,0,0
"13767.58cfa834e4b0c9d6adf6e98a",37,4,0,2
"13767.58cfa838e4b0c9d6adf708a0",24,1,0,0
"13767.58cfa83ae4b0c9d6adf71ac7",1,2,0,0
"13767.58cfa835e4b0c9d6adf6ed5e",12,0,0,1
"13767.58cfa835e4b0c9d6adf6ead2",52,0,0,1
"13767.58cfa835e4b0c9d6adf6ea88",105,1,0,4
"13767.58cfa839e4b0c9d6adf7131c",6,0,0,0
"13767.58cfa83ae4b0c9d6adf71bba",1,1,0,0
"13767.58cfa837e4b0c9d6adf70032",202,2,0,6
"13767.58cfa838e4b0c9d6adf70b12",3,1,0,0
"13767.58cfa835e4b0c9d6adf6ec62",27,0,0,1
"13767.58cfa83ae4b0c9d6adf71c32",0,1,0,0
"13767.58cfa83ae4b0c9d6adf718f4",1,1,0,0
"13767.58cfa83ae4b0c9d6adf71672",0,1,0,0
"13767.58cfa838e4b0c9d6adf704df",50,1,0,2
"13767.58cfa835e4b0c9d6adf6ea5b",7,0,0,0
"13767.58cfa83ae4b0c9d6adf718a0",3,1,0,0
"13767.58cfa83ae4b0c9d6adf7169b",1,1,0,0
"13767.58cfa835e4b0c9d6adf6ec9a",71,1,0,3
"13767.58cfa838e4b0c9d6adf70c40",14,1,0,1
"13767.58cfa835e4b0c9d6adf6eb41",130,2,0,5
"13767.58cfa834e4b0c9d6adf6e841",68,2,0,1
"13767.58cfa835e4b0c9d6adf6ecf0",25,0,0,1
"13767.58cfa839e4b0c9d6adf712dd",8,1,0,0
"13767.58cfa834e4b0c9d6adf6e8fe",6,1,0,0
"13767.58cfa83ae4b0c9d6adf71a90",1,1,0,0
"13767.58cfa837e4b0c9d6adf70259",40,0,0,1
"13767.58cfa838e4b0c9d6adf70e8c",18,2,0,2
"13767.58cfa83ae4b0c9d6adf71904",2,1,0,0
"13767.58cfa83ae4b0c9d6adf71da0",4,3,0,0
"13767.58cfa83ae4b0c9d6adf71bc4",6,2,0,0
"13767.58cfa839e4b0c9d6adf714ba",0,2,0,0
"13767.58cfa83ae4b0c9d6adf717b4",1,0,0,0
"13767.58cfa839e4b0c9d6adf71578",0,1,0,0
"13767.58cfa83ae4b0c9d6adf71910",7,1,0,0
"13767.58cfa83ae4b0c9d6adf71749",1,1,0,0
"13767.58cfa839e4b0c9d6adf71467",1,0,0,0
"13767.58cfa834e4b0c9d6adf6e7ec",107,1,0,5
"13767.58cfa83ae4b0c9d6adf71af2",1,2,0,0
"13767.58cfa838e4b0c9d6adf708b8",21,0,0,0
"13767.58cfa839e4b0c9d6adf7133b",18,1,0,1
"13767.58cfa83ae4b0c9d6adf71c96",2,1,0,0
"13767.58cfa839e4b0c9d6adf71236",8,0,0,0
"13767.58cfa839e4b0c9d6adf71382",1,1,0,0
"13767.58cfa83ae4b0c9d6adf71e60",5,4,0,0
"13767.58cfa83be4b0c9d6adf7235d",0,2,0,0
"13767.58cfa838e4b0c9d6adf70c84",5,1,0,0
"13767.58cfa835e4b0c9d6adf6ed1c",25,2,0,1
"13767.58cfa834e4b0c9d6adf6e938",26,0,0,1
"13767.58cfa838e4b0c9d6adf70e3c",10,3,0,0
"13767.58cfa834e4b0c9d6adf6e828",21,1,0,0
"13767.58cfa835e4b0c9d6adf6ed01",37,3,0,1
"13767.58cfa83ae4b0c9d6adf71908",1,0,0,0
"13767.58cfa835e4b0c9d6adf6ed60",6,1,0,0
"13767.58cfa835e4b0c9d6adf6ecfc",16,0,0,0
"13767.58cfa837e4b0c9d6adf6fe3e",43,0,0,1
"13767.58cfa83ae4b0c9d6adf71db6",1,0,0,0
"13767.58cfa835e4b0c9d6adf6edde",11,1,0,1
"13767.58cfa839e4b0c9d6adf715bd",1,0,0,0
"13767.58cfa834e4b0c9d6adf6e9a8",35,2,0,2
"13767.58cfa835e4b0c9d6adf6ec47",10,3,0,0
"13767.58cfa839e4b0c9d6adf71523",1,1,0,0
"13767.58cfa834e4b0c9d6adf6e9de",72,0,0,2
"13767.58cfa838e4b0c9d6adf70d84",10,0,0,1
"13767.58cfa837e4b0c9d6adf70243",349,2,0,10
"13767.58cfa837e4b0c9d6adf6fe54",329,2,0,12
"13767.58cfa835e4b0c9d6adf6eca0",14,0,0,1
"13767.58cfa839e4b0c9d6adf714be",4,1,0,0
"13767.58cfa838e4b0c9d6adf70890",100,3,0,3
"13767.58cfa838e4b0c9d6adf70cf0",3,1,0,0
"13767.58cfa839e4b0c9d6adf71320",9,1,0,0
"13767.58cfa83be4b0c9d6adf724ee",1,1,0,0
"13767.58cfa838e4b0c9d6adf70917",6,2,0,0
"13767.58cfa838e4b0c9d6adf70f05",6,2,0,0
"13767.58cfa838e4b0c9d6adf708ba",16,1,0,0
"13767.58cfa835e4b0c9d6adf6ee82",14,0,0,1
"13767.58cfa835e4b0c9d6adf6ecba",16,0,0,2
"13767.58cfa835e4b0c9d6adf6ec86",25,1,0,1
"13767.58cfa834e4b0c9d6adf6e78e",37,3,0,2
"13767.58cfa839e4b0c9d6adf714bc",0,1,0,0
"13767.58cfa83ae4b0c9d6adf71a58",2,0,0,0
"13767.58cfa835e4b0c9d6adf6ecc0",11,0,0,0
"13767.58cfa83ae4b0c9d6adf71773",0,2,0,0
"13767.58cfa83ae4b0c9d6adf716f6",9,1,0,0
"13767.58cfa838e4b0c9d6adf704f1",14,2,0,0
"13767.58cfa836e4b0c9d6adf6f5b0",30,2,0,1
"13767.58cfa835e4b0c9d6adf6ed52",3,1,0,0
"13767.58cfa838e4b0c9d6adf70ce4",9,2,0,0
"13767.58cfa839e4b0c9d6adf71412",1,2,0,0
"13767.58cfa835e4b0c9d6adf6ea66",63,1,0,2
"13767.58cfa835e4b0c9d6adf6ed36",13,2,0,1
"13767.58cfa835e4b0c9d6adf6ed68",122,0,0,4
"13767.58cfa83ae4b0c9d6adf715e1",2,1,0,0
"13767.58cfa835e4b0c9d6adf6ec60",14,1,0,1
"13767.58cfa835e4b0c9d6adf6ed2c",33,2,0,3
"13767.58cfa837e4b0c9d6adf701a8",188,3,0,8
"13767.58cfa837e4b0c9d6adf7019c",40,0,0,3
"13767.58cfa838e4b0c9d6adf70d5a",17,1,0,1
"13767.58cfa83ae4b0c9d6adf71e50",10,2,0,0
"13767.58cfa835e4b0c9d6adf6ed30",18,2,0,1
"13767.58cfa838e4b0c9d6adf70af8",2,1,0,0
"13767.58cfa835e4b0c9d6adf6f104",19,1,0,1
"13767.58cfa834e4b0c9d6adf6e872",28,0,0,1
"13767.58cfa83ae4b0c9d6adf716c1",0,2,0,0
"13767.58cfa837e4b0c9d6adf7015e",56,2,0,4
"13767.58cfa838e4b0c9d6adf70d57",14,0,0,1
"13767.58cfa837e4b0c9d6adf6fdfa",28,1,0,0
"13767.58cfa837e4b0c9d6adf70096",27,2,0,1
"13767.58cfa838e4b0c9d6adf70d5c",7,1,0,1
"13767.58cfa837e4b0c9d6adf7023b",199,1,0,6
"13767.58cfa834e4b0c9d6adf6e945",30,1,0,2
"13767.58cfa83ae4b0c9d6adf71781",1,0,0,0
"13767.58cfa835e4b0c9d6adf6ecbc",11,0,0,0
"13767.58cfa834e4b0c9d6adf6e809",29,2,0,1
"13767.58cfa837e4b0c9d6adf700a5",126,0,0,4
"13767.58cfa834e4b0c9d6adf6e7c2",8,1,0,1
"13767.58cfa83ae4b0c9d6adf71bf3",1,0,0,0
"13767.58cfa837e4b0c9d6adf7032f",106,1,0,3
"13767.58cfa838e4b0c9d6adf70bad",3,0,0,0
"13767.58cfa835e4b0c9d6adf6ed43",14,1,0,0
"13767.58cfa83ae4b0c9d6adf718ea",3,1,0,0
"13767.58cfa834e4b0c9d6adf6e82c",50,0,0,1
"13767.58cfa83ae4b0c9d6adf717eb",3,0,0,0
"13767.58cfa835e4b0c9d6adf6ed34",26,0,0,0
"13767.58cfa83be4b0c9d6adf72214",1,0,0,0
"13767.58cfa834e4b0c9d6adf6e810",134,3,0,4
"13767.58cfa83be4b0c9d6adf72317",0,1,0,0
"13767.58cfa83be4b0c9d6adf721c1",1,2,0,0
"13767.58cfa839e4b0c9d6adf712c6",3,1,0,0
"13767.58cfa83be4b0c9d6adf723db",1,1,0,0
"13767.58cfa834e4b0c9d6adf6e934",42,0,0,1
"13767.58cfa838e4b0c9d6adf70c7c",14,2,0,1
"13767.58cfa83be4b0c9d6adf724b0",3,1,0,0
"13767.58cfa834e4b0c9d6adf6e90e",143,1,0,4
"13767.58cfa838e4b0c9d6adf70d8c",4,2,0,0
"13767.58cfa835e4b0c9d6adf6eaea",34,1,0,1
"13767.58cfa839e4b0c9d6adf71352",1,3,0,0
"13767.58cfa83ae4b0c9d6adf71c40",0,1,0,0
"13767.58cfa839e4b0c9d6adf71375",1,1,0,0
"13767.58cfa835e4b0c9d6adf6ed54",44,0,0,1
"13767.58cfa838e4b0c9d6adf70be6",4,0,0,0
"13767.58cfa835e4b0c9d6adf6ed50",32,1,0,1
"13767.58cfa839e4b0c9d6adf711a1",2,1,0,1
"13767.58cfa835e4b0c9d6adf6f2f4",87,0,0,4
"13767.58cfa835e4b0c9d6adf6eafc",3,1,0,0
"13767.58cfa839e4b0c9d6adf713c8",2,2,0,0
"13767.58cfa835e4b0c9d6adf6eb78",63,0,0,1
"13767.58cfa834e4b0c9d6adf6e928",40,1,0,1
"13767.58cfa83ae4b0c9d6adf71e62",2,0,0,0
"13767.58cfa835e4b0c9d6adf6f11a",126,3,0,4
"13767.58cfa835e4b0c9d6adf6f1e2",10,1,0,1
"13767.58cfa835e4b0c9d6adf6ea80",52,1,0,2
"13767.58cfa837e4b0c9d6adf70068",52,2,0,1
"13767.58cfa835e4b0c9d6adf6ec20",44,1,0,2
"13767.58cfa83ae4b0c9d6adf71607",0,1,0,0
"13767.58cfa839e4b0c9d6adf7139a",4,4,0,0
"13767.58cfa834e4b0c9d6adf6e794",15,0,0,0
"13767.58cfa836e4b0c9d6adf6f5a8",5,2,0,0
"13767.58cfa835e4b0c9d6adf6ea5f",143,2,0,3
"13767.58cfa835e4b0c9d6adf6eae0",21,1,0,0
"13767.58cfa83ae4b0c9d6adf71bbe",2,3,0,0
"13767.58cfa835e4b0c9d6adf6eb30",20,0,0,1
"13767.58cfa835e4b0c9d6adf6eb95",63,2,0,2
"13767.58cfa839e4b0c9d6adf71060",1,1,0,0
"13767.58cfa839e4b0c9d6adf71006",2,2,0,0
"13767.58cfa838e4b0c9d6adf70bfb",5,0,0,0
"13767.58cfa834e4b0c9d6adf6e990",66,2,0,3
"13767.58cfa837e4b0c9d6adf70264",21,1,0,1
"13767.58cfa834e4b0c9d6adf6e80e",25,2,0,1
"13767.58cfa835e4b0c9d6adf6edd6",11,2,0,0
"13767.58cfa83ae4b0c9d6adf716f0",1,1,0,0
"13767.58cfa834e4b0c9d6adf6e728",42,1,0,1
"13767.58cfa835e4b0c9d6adf6ed29",24,1,0,1
"13767.58cfa83be4b0c9d6adf7242e",0,1,0,0
"13767.58cfa834e4b0c9d6adf6ea21",175,3,0,8
"13767.58cfa834e4b0c9d6adf6e98b",587,5,0,16
"13767.58cfa835e4b0c9d6adf6ec8b",19,1,0,0
"13767.58cfa834e4b0c9d6adf6e8f4",36,1,0,1
"13767.58cfa83be4b0c9d6adf7235a",0,1,0,0
"13767.58cfa835e4b0c9d6adf6ecc4",11,2,0,0
"13767.58cfa835e4b0c9d6adf6f20a",25,1,0,0
"13767.58cfa834e4b0c9d6adf6e804",31,2,0,1
"13767.58cfa83ae4b0c9d6adf71746",0,1,0,0
"13767.58cfa83ae4b0c9d6adf7164e",1,1,0,0
"13767.58cfa839e4b0c9d6adf712ae",2,2,0,0
"13767.58cfa83ae4b0c9d6adf71745",3,2,0,0
"13767.58cfa839e4b0c9d6adf7106a",5,0,0,0
"13767.58cfa834e4b0c9d6adf6e8a2",29,0,0,2
"13767.58cfa834e4b0c9d6adf6e94c",42,0,0,2
"13767.58cfa834e4b0c9d6adf6ea1a",325,4,0,10
"13767.58cfa834e4b0c9d6adf6e8a4",39,1,0,1
"13767.58cfa83be4b0c9d6adf723e4",0,1,0,0
"13767.58cfa834e4b0c9d6adf6e79c",25,2,0,1
"13767.58cfa837e4b0c9d6adf70047",255,3,0,10
"13767.58cfa838e4b0c9d6adf70d60",16,3,0,1
"13767.58cfa835e4b0c9d6adf6ed3c",4,1,0,1
"13767.58cfa835e4b0c9d6adf6eba2",39,1,0,2
"13767.58cfa835e4b0c9d6adf6eb70",60,2,0,2
"13767.58cfa839e4b0c9d6adf712b8",10,0,0,0
"13767.58cfa83be4b0c9d6adf723c7",0,1,0,0
"13767.58cfa838e4b0c9d6adf70cfa",13,3,0,0
"13767.58cfa835e4b0c9d6adf6f1e0",52,0,0,3
"13767.58cfa835e4b0c9d6adf6ebf0",12,0,0,0
"13767.58cfa835e4b0c9d6adf6f1ac",23,0,0,1
"13767.58cfa837e4b0c9d6adf70332",47,1,0,1
"13767.58cfa835e4b0c9d6adf6ee14",13,2,0,0
"13767.58cfa835e4b0c9d6adf6f1c2",32,2,0,1
"13767.58cfa835e4b0c9d6adf6ecd6",10,1,0,1
"13767.58cfa837e4b0c9d6adf70038",176,0,0,6
"13767.58cfa839e4b0c9d6adf71076",1,2,0,0
"13767.58cfa835e4b0c9d6adf6edf0",9,2,0,1
"13767.58cfa83be4b0c9d6adf7242b",1,2,0,0
