"","Aureobasidium","Eremomyces","Ramularia","Sphaerulina","Baudoinia","Bonordeniella","Macroventuria","Leptosphaeria","Parastagonospora","Alternaria","Bipolaris","Pyrenophora","Verruconis","Cyphellophora","Capronia","Cladophialophora","Exophiala","Fonsecaea","Rhinocladiella","Aspergillus","Penicillium","Byssochlamys","Rasamsonia","Talaromyces","Blastomyces","Histoplasma","Arthroderma","Microsporum","Nannizzia","Trichophyton","Uncinocarpus","Coccidioides","Paracoccidioides","Glarea","Phialocephala","Botrytis","Sclerotinia","Arthrobotrys","Saitoella","Pneumocystis","Ascoidea","Babjeviella","Candida","Debaryomyces","Hyphopichia","Lodderomyces","Meyerozyma","Scheffersomyces","Spathaspora","Suhomyces","Yamadazyma","Yarrowia","Clavispora","Metschnikowia","Diutina","Cyberlindnera","Komagataella","Wickerhamomyces","Ogataea","Pichia","Eremothecium","Kazachstania","Kluyveromyces","Lachancea","Nakaseomyces","Naumovozyma","Saccharomyces","Tetrapisispora","Torulaspora","Vanderwaltozyma","Sugiyamaella","Schizosaccharomyces","Colletotrichum","Verticillium","Metarhizium","Cordyceps","Trichoderma","Fusarium","Purpureocillium","Pyricularia","Scedosporium","Sporothrix","Chaetomium","Podospora","Thermothelomyces","Neurospora","Sordaria","Phaeoacremonium","Pestalotiopsis","Xylona","Agaricus","Coprinopsis","Schizophyllum","Coniophora","Serpula","Punctularia","Gloeophyllum","Trametes","Heterobasidion","Stereum","Tilletiopsis","Tilletiaria","Pseudomicrostroma","Malassezia","Rhodotorula","Puccinia","Cryptococcus","Kwoniella","Kockovaella","Tremella","Cutaneotrichosporon","Trichosporon","Anthracocystis","Kalmanozyma","Moesziomyces","Pseudozyma","Sporisorium","Ustilago","Wallemia","Vittaforma","Mitosporidium","Encephalitozoon","Rhizophagus","Phycomyces","Rhizopus"
"13767.58cfa838e4b0c9d6adf70e68",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,94,4,1,0,2,8,4,0,0,0,8,0,4,5,0,0,0,0,3,0,0,0,0,6,0,2,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,30,1,0,0,1,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0
"13767.58cfa838e4b0c9d6adf70638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf7052f",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,47,3,1,0,2,3,1,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,14,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"13767.58cfa838e4b0c9d6adf70b0d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa838e4b0c9d6adf7065c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,0,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,9,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf7067c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"13767.58cfa838e4b0c9d6adf7061a",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,116,5,1,0,1,10,5,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,6,2,0,33,0,0,1,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"13767.58cfa838e4b0c9d6adf70634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf7069e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"13767.58cfa838e4b0c9d6adf709fe",0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,144,6,3,0,5,7,4,0,0,0,11,0,1,6,0,0,0,0,0,0,0,1,0,10,0,2,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,2,0,40,1,0,2,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"13767.58cfa83be4b0c9d6adf7258b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"13767.58cfa838e4b0c9d6adf705d9",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,105,3,1,0,2,4,2,0,0,0,9,0,2,3,0,0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,1,0,30,0,0,1,0,4,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
"13767.58cfa838e4b0c9d6adf7063a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf70b45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf705b6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,2,1,0,1,4,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,13,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"13767.58cfa838e4b0c9d6adf7068a",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,52,2,2,0,1,3,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"13767.58cfa83be4b0c9d6adf7258d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa83be4b0c9d6adf72034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa838e4b0c9d6adf706e8",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69,2,1,0,1,5,4,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,15,1,0,1,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"13767.58cfa838e4b0c9d6adf70530",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"13767.58cfa838e4b0c9d6adf706eb",0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,105,6,3,0,2,6,5,0,0,0,10,0,2,4,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,1,0,28,0,0,1,0,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"13767.58cfa838e4b0c9d6adf70644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf70a06",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27,1,1,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,12,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"13767.58cfa838e4b0c9d6adf70650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf709d8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"13767.58cfa838e4b0c9d6adf70696",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,191,9,2,0,2,13,15,0,0,0,11,0,2,8,0,0,0,0,0,0,0,0,6,12,0,6,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,3,0,44,0,0,0,1,5,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0
"13767.58cfa838e4b0c9d6adf70b16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf70614",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf7098a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf70f54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13767.58cfa838e4b0c9d6adf70596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf7098c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13767.58cfa838e4b0c9d6adf705a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,1,0,0,3,2,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,9,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"13767.58cfa838e4b0c9d6adf70a3e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
