"","Dothideales","Eremomycetales","Mycosphaerellales","Fungi_Ascomycota_Dothideomycetes_other","Pleosporales","Venturiales","Chaetothyriales","Eurotiales","Onygenales","Helotiales","Orbiliales","Fungi_Ascomycota_other_other","Pneumocystidales","Saccharomycetales","Schizosaccharomycetales","Glomerellales","Hypocreales","Magnaporthales","Microascales","Ophiostomatales","Sordariales","Togniniales","Xylariales","Xylonales","Agaricales","Boletales","Corticiales","Gloeophyllales","Polyporales","Russulales","Entylomatales","Georgefischeriales","Microstromatales","Malasseziales","Sporidiobolales","Pucciniales","Tremellales","Trichosporonales","Ustilaginales","Wallemiales","Fungi_Microsporidia_other_other","Glomerales","Mucorales"
"13722.58cfa831e4b0c9d6adf6c824",0,0,0,0,7,0,0,238,0,0,0,1,0,57341,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2902,0,0,0,0,14,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c80b",0,0,3,0,22,0,6,1209,6,2,1,1,0,225795,0,2,63,2,0,0,6,0,0,0,1,1,0,0,0,15,0,0,0,7367,1,3,3,0,19,0,0,0,1
"13722.58cfa830e4b0c9d6adf6ba60",0,0,2,0,22,0,1,1067,3,1,0,1,0,241650,1,0,12,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,10221,2,2,4,0,39,0,0,1,1
"13722.58cfa830e4b0c9d6adf6bb7b",0,0,0,0,7,0,0,6,0,4,0,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6114,0,1,0,0,11,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bcb7",0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5142,0,2,2,0,27,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bee0",0,0,1,0,14,0,1,13,0,0,0,1,0,11,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8616,0,1,4,0,35,0,0,0,1
"13722.58cfa830e4b0c9d6adf6bf04",0,0,0,0,4,0,0,106,0,2,0,0,0,10,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6902,0,0,3,0,32,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bf0c",0,1,2,0,1,0,0,19,3,2,0,0,0,8,0,0,11,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,6324,0,4,1,0,31,0,0,0,1
"13722.58cfa830e4b0c9d6adf6c052",0,0,1,0,12,0,1,663,1,2,0,1,0,151171,0,0,13,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,10298,1,0,3,0,22,0,0,0,1
"13722.58cfa831e4b0c9d6adf6c436",0,1,0,0,0,0,0,11,0,1,0,0,0,6,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9865,0,0,1,0,25,4,0,0,0
"13722.58cfa831e4b0c9d6adf6c44c",0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2532,0,0,1,0,29,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c490",0,0,2,0,14,0,1,940,0,1,0,1,0,210605,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3685,1,0,2,0,23,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c712",0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2123,0,0,1,0,29,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c78c",0,0,0,0,1,0,1,12,1,1,0,0,0,10,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12051,0,0,1,0,32,0,0,1,0
"13722.58cfa82fe4b0c9d6adf6ba26",0,0,1,0,8,0,1,481,0,0,0,1,0,103929,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5234,1,0,0,0,28,0,0,0,0
"13722.58cfa830e4b0c9d6adf6bb82",0,0,2,0,22,0,3,1163,4,3,0,1,0,256802,2,1,13,2,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,14499,2,2,5,0,31,0,0,1,1
"13722.58cfa830e4b0c9d6adf6c046",1,0,4,0,27,0,6,1578,2,2,1,2,0,344711,2,1,123,4,0,0,10,0,0,1,1,1,0,0,0,0,0,0,0,12258,2,2,2,0,30,0,0,2,0
"13722.58cfa831e4b0c9d6adf6c430",0,0,1,0,11,0,2,807,1,0,0,1,0,176797,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4909,1,0,2,0,28,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c41a",0,0,0,0,2,0,1,9,1,2,0,0,0,37,0,0,19,1,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,14649,0,3,9,0,39,0,0,2,0
"13722.58cfa831e4b0c9d6adf6c78f",0,0,2,0,19,0,1,954,0,1,0,1,0,214791,0,0,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6050,1,0,2,0,26,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c7c6",0,0,1,0,7,0,3,11,1,3,0,0,0,22,0,1,11,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18071,0,5,7,0,40,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c433",0,0,0,0,0,0,1,40,0,2,0,0,0,12,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,10044,0,1,0,0,40,0,0,0,0
"13722.58cfa82fe4b0c9d6adf6ba25",0,0,1,0,1,0,2,11,2,1,1,0,0,4,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14677,0,0,3,0,18,0,0,0,0
"13722.58cfa830e4b0c9d6adf6be71",0,0,1,0,2,0,0,7,2,3,1,0,0,10,0,2,10,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,19907,0,4,8,0,19,2,0,1,0
"13722.58cfa830e4b0c9d6adf6bcb3",0,0,0,0,1,0,0,9,2,3,0,0,0,6,0,0,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,15276,0,2,2,0,17,0,0,1,1
"13722.58cfa830e4b0c9d6adf6bed5",0,0,0,0,1,0,0,16,0,0,0,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4879,0,15,2,0,12,0,0,1,0
"13722.58cfa830e4b0c9d6adf6c2a2",0,0,0,0,8,0,0,7,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5461,0,0,4,0,11,2,0,0,0
"13722.58cfa831e4b0c9d6adf6c418",0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10620,0,1,0,0,14,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c43a",0,0,0,0,2,0,0,5,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9659,0,0,1,0,10,5,0,0,0
"13722.58cfa831e4b0c9d6adf6c45e",0,0,1,0,2,0,2,9,3,1,0,0,0,12,0,2,7,4,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,13000,2,2,3,0,16,0,0,1,0
"13722.58cfa831e4b0c9d6adf6c8a8",0,0,0,0,3,0,1,7,3,2,0,0,0,6,0,1,12,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23775,0,3,4,0,17,0,0,0,0
"13722.58cfa831e4b0c9d6adf6c8e1",1,0,0,0,3,0,0,2,0,0,0,0,0,5,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3684,0,0,2,0,14,0,0,0,0
